depth,a,t,delta,has_contract,threshold_est,tension,v2_last,n_mod
86,86,135,-64196493677178054774112710489187092884761,False,None,0.9904129852575204,3,157148201
87,87,137,-149033338065654040999026181716294947587915,False,None,0.9935330602217204,2,117861151
88,88,138,-621324586060482616290326344153950167029217,False,None,0.9894125681006946,1,176791727
89,89,139,-2212422901908488835457474630471981149618595,False,None,0.9853846713082314,1,265187591
90,90,140,-7334166993179548479545415087436204745917673,False,None,0.9814462833333784,1,397781387
91,91,141,-23396297554446809384982227654349136831876795,False,None,0.9775944533359946,1,596672081
92,92,143,-67401299513524100262254718178966365307382833,False,None,0.9806842908773741,2,447504061
93,93,146,-146452035544245742932924858855278192157197459,False,None,0.990491871198202,3,167814023
94,94,147,-528559087426859721364917449656428022495514041,False,None,0.9866667422872794,1,251721035
95,95,148,-1764083223868824149227038095150470959534385451,False,None,0.9829221424060601,1,377581553
96,96,150,-4935437748429982477416542793089039094507469697,False,None,0.9858277399554023,2,283186165
97,97,155,26583869843182889118440664734768241671577243005,True,4.735949592293636,1.0081867196244938,5,26548703
98,98,153,-45846187428575802177807171107250846986949973897,False,None,0.9850229826166631,1,319127195
99,99,154,-148956543827375085581887801077348502051911894683,False,None,0.9814462833333784,1,478690793
100,100,156,-424033668398829898648730827720853583973611738065,False,None,0.9842504155714737,2,359018095
101,101,157,-1363444857529671128333922785207328440649330998131,False,None,0.9807521911952359,1,538527143
102,102,158,-4273022277255376249777228959711520699404984562265,False,None,0.9773225594538263,1,807790715
103,103,159,-13184442241098854478882608087313632853128936822539,False,None,0.973959522503512,1,1211686073
104,104,161,-38822575904631111977545981845582757049558844196129,False,None,0.9767277915865833,2,908764555
105,105,162,-119390730988555141769045315202180837187988397674339,False,None,0.9734344769388201,1,1363146833
106,106,164,-352326186416341813634321206275677379485341462851113,False,None,0.9761554677898021,2,1022360125
107,107,167,-940058428262553207446668832209729496883549785115259,False,None,0.984722138751714,3,383385047
108,108,168,-3007247494366015195870078155216872717166608720846705,False,None,0.9814462833333782,1,575077571
109,109,169,-9395886902254756734670377782825986604531744893541971,False,None,0.978230535353911,1,862616357
110,110,173,-18459905808689780380447407101918380034765347674577657,False,None,0.9922804306169286,4,161740567
111,111,174,-67352338839084097847266807455366930601317442415792363,False,None,0.9890250191120145,1,242610851
112,112,175,-226002259343281806953649594665324372797995126031495873,False,None,0.9858277399554023,1,363916277
113,113,180,710817305879866357026303209358994579260496951384401853,True,5.510217504050013,1.0050208463970118,5,34117151
114,114,175,-2417144219306008477172433108775496651086640914829363401,False,None,0.9685325164474128,1,553531751
115,115,176,-7299323143570084458340997670924937115248008342056327771,False,None,0.9655968402484915,1,830297627
116,116,177,-21993750402014371428670389701971705669720196221305458449,False,None,0.9627117791564481,1,1245446441
117,117,179,-65789689263434878178716375727521328361208246273643425075,False,None,0.9652685973443665,2,934084831
118,118,180,-198135315560737578965328300696139139675434108382022076313,False,None,0.9624352173123928,1,1401127247
119,119,181,-595938442223078625754343249115567728209921064268249831115,False,None,0.9596494571128891,1,2101690871
120,120,182,-1790880317750967654979746441401003802997000671049116697697,False,None,0.9569101262500438,1,3152536307
121,121,183,-5378770935416366520372672712311612645725476969636084501795,False,None,0.9542160735832788,1,4728804461
122,122,186,-16075012984614464006783684255848825569831681344020909418345,False,None,0.9619092964286156,3,1773301673
123,123,188,-48126959239227975133416118557808856921743444728242977715771,False,None,0.9643479160279187,2,1329976255
124,124,189,-144773196576145592947988092512377049916236731400007935304369,False,None,0.9616590598790763,1,1994964383
125,125,190,-435104227445360113939443751215032108050722988630581810227219,False,None,0.9590132254286153,1,2992446575
126,126,191,-1306881957769927012009290201000898240756194554752861439309881,False,None,0.956409388350384,1,4488669863
127,127,192,-3923784424177474376409788497714298555476634841980816335186091,False,None,0.9538465565804711,1,6733004795
128,128,193,-11777630374267809809993201282566103332846006881386913040071169,False,None,0.9513237690569633,1,10099507193
129,129,195,-35320336919332656068451932268851894665705815933271811051187715,False,None,0.9537310228405752,2,7574630395
130,130,196,-106011227571881061651466483121941345328446266643371145429666313,False,None,0.9512479361538897,1,11361945593
131,131,198,-317933249087876998062178076735052713322681162243002011736792603,False,None,0.9536190168484625,2,8521459195
132,132,199,-954201481774695741755419720728243430618674037477451733419203153,False,None,0.9511744012175761,1,12782188793
133,133,201,-2861800976301957730128488181138559710554761010935463803839958771,False,None,0.9535103794576162,2,9586641595
134,134,202,-8588616804994391170936548467600361456869327438793956997190479065,False,None,0.9511030613539881,1,14379962393
135,135,204,-25759422662806137551707477554431719720197893504406739820230231691,False,None,0.9534049609524246,2,10784971795
136,136,205,-77303978997126556499531104056772617762234035761120744146055517089,False,None,0.9510338197216823,1,16177457693
137,137,208,-231654826904298231054506598235543267270298554804356985584518331107,False,None,0.9579079470281983,3,6066546635
138,138,209,-695375856852224994674058537002269139437141348379479351719392145577,False,None,0.9555385398292363,1,9099819953
139,139,211,-2085304818278014381001098126415528743058932677205621265226502132219,False,None,0.9577422877955217,2,6824864965
140,140,215,-6213131336343691785907265180500095116047246899110390719232442562033,False,None,0.9689278358418811,4,1279662181
141,141,219,-17954864113185453644185328361556427538068922577227602934544306332115,False,None,0.9799547236322637,4,239936659
142,142,220,-54707090672904818426139329306138646072757928494887201693667406816633,False,None,0.977496801307892,1,359904989
143,143,223,-155696288685229880342584545703722303632762177852617676180657342247019,False,None,0.9838974478771679,3,134964371
144,144,224,-480568839389264960925087144654676726235105105769123314782523831865665,False,None,0.9814462833333784,1,202446557
145,145,227,-1306906784832041683801926358528932025337129595194667081942053444350915,False,None,0.9877314073153162,3,75917459
146,146,228,-4136399927833330169763115196282953121400485940964325825674989215046473,False,None,0.985287560371865,1,113876189
147,147,231,-10252404050127939325715984381887288910310486269089731678536678825202139,False,None,0.9914610413265761,3,42703571
148,148,232,-34208085323779099870865331076800379457157013293354388313191298587506065,False,None,0.9890250191120145,1,64055357
149,149,235,-68115524237384480675422213919016011109215495019211232163761274643521715,False,None,0.9950905509348491,3,24020759
150,150,236,-259560543486477952325744688655264236947255356834996788932584017720959513,False,None,0.9926628122857597,1,36031139
151,151,237,-889109572008082877576190159762225118080983814059716551680352440743667275,False,None,0.9902672291154664,1,54046709
152,152,242,3737491893797394562010882960906404265631677683994969068149765157454744863,True,2.721070798909402,1.004506581344031,5,5066879
153,153,233,-9975885603254847141392051614471255342129871492578179519899653894699604131,False,None,0.9608276639356182,2,46120514683
154,154,234,-29941460302458122551751024355138320077294516695678879332809286732546410985,False,None,0.9586854697124744,1,69180772025
155,155,236,-89796773921987205400103334041965852130073745651147956452207210100744035771,False,None,0.9606414312442836,2,51885579019
156,156,237,-269500749707510265220908958219693988797460454696998595541504230689812896049,False,None,0.958527894848945,1,77828368529
157,157,239,-808281393239433497621528962471489101577902928603886334254747491294277110675,False,None,0.9604599433348938,2,58371276397
158,158,242,-2420427062056354532040628643662610008444140076069469955368938458379599782585,False,None,0.966360761799321,3,21889228649
159,159,244,-7254213797909950058803552740984858351269110292620907390274328950333628868651,False,None,0.968219244474438,2,16416921487
160,160,245,-21790910946766304325683990982966461750060570620212732074152932550221568522369,False,None,0.9661111851562942,1,24625382231
161,161,246,-65429271946371821275598638468923158642688191345338216029118689049106069399939,False,None,0.9640293129104257,1,36938073347
162,162,247,-196400894051261280423889246446817022713077533005414687700675849944200935865481,False,None,0.9619731427910493,1,55407110021
163,163,251,-586262648637992609747241132299214851728895665811843033155713197113651888289179,False,None,0.9715544058063548,4,10388833129
164,164,253,-1755169443125311698134736803616123058066272310414727831840906541840708379566289,False,None,0.973324558863285,2,7791624847
165,165,254,-5279982340530599618832156783974455162680475679327388566027651823523114279903859,False,None,0.9712494388312133,1,11687437271
166,166,255,-15868895043901127905352363098175537465004744534148575839092819866571321122121561,False,None,0.9691993202453113,1,17531155907
167,167,256,-47664581176322041813768874787030956348940868594778547799298188391717919931184651,False,None,0.967173753977803,1,26296733861
168,168,260,-141488446368881014900800201555979926244730095983682316065381616583050889108234785,False,None,0.9764389043367795,4,4930637599
169,169,261,-426318012534440103829177740428078785259842607705697197220776171093279277398943331,False,None,0.9743944714920142,1,7395956399
170,170,262,-1282659384458914429741087492804514368830832462626392089711591155968091052345307945,False,None,0.9723740907983639,1,11093934599
171,171,263,-3855388847087931525730371021454099132595106666897777265233298753280779597332879739,False,None,0.9703773402882651,1,16640901899
172,172,264,-11580987928686171050205330150443409449990538558730533787896946830595351672592551025,False,None,0.9684038078073534,1,24961352849
173,173,266,-34713321011213760204587556279168004245561178560117197379296739350280029256589829459,False,None,0.970100083526056,2,18721014637
174,174,269,-103547107536746221693193985394259530648474793358863512450008195220719572546013016057,False,None,0.9754028948892072,3,7020380489
175,175,271,-309692753815206570806672062673587420604290392362209609849413349133965893280028692459,False,None,0.9770397898163713,2,5265285367
176,176,272,-932872536625748089511655762057526947177407127944152539550684993514668977272127500225,False,None,0.9750732555195251,1,7897928051
177,177,273,-2806206160237501022718246434246110212261293285547505038656944872769549526680465346371,False,None,0.9731289419491971,1,11846892077
178,178,276,-8342732977109935526321947822003036929493160839492040915921935696053222631400567582153,False,None,0.9782955729534959,3,4442584529
179,179,278,-24906782125565698512033377096832640856814332091035364027687568812550986376376377215323,False,None,0.97987972901042,2,3331938397
180,180,281,-72292010261414934197450803906968523937139987724290917681497940925479328772622621023249,False,None,0.9849514486309975,3,1249476899
181,181,282,-220761368568696260734191335534552609624704776850977032086997447595915794888278280066099,False,None,0.9829955276638176,1,1874215349
182,182,287,-436934514207904209975916425412129635703595137222882911795782103258034487581030654409881,False,None,0.9949276883242214,5,175707689
183,183,289,-1062141924418819308850058152162978487060557336269974876667114321327523714236825275463115,False,None,0.9963863321429028,2,131780767
184,184,290,-4181072246076031210860938952782577141382584310404620064882270917768890136735542577455457,False,None,0.9944001550854492,1,197671151
185,185,291,-14532509683867240201204345850935014784549577534403251064408668660879308398256761234498595,False,None,0.9924354502124008,1,296506727
186,186,292,-47576114942880013740856095537979611074452381809588534932749717797783201170870550707760233,False,None,0.990491871198202,1,444760091
187,187,293,-150685516611196627497054402584287966664964443841523168277296577023640155464812186131809595,False,None,0.9885690791253318,1,667140137
188,188,295,-436142206268476709942190975812165633111678734699054377873794883810339362490035490378370993,False,None,0.990022751614787,2,500355103
189,189,296,-1372083993065882820022461855199289966867894591399223641453764040473342503087710743203344147,False,None,0.9881227886621767,1,750532655
190,190,297,-4243566727718553840459163421123456035669400548801791940026050899504676340498340773746494777,False,None,0.9862428253195941,1,1125798983
191,191,298,-12985329680197472282161045974421540377139635195613617851407670254683326683965439409512409003,False,None,0.9843825474570383,1,1688698475
192,192,299,-39465248034676038368050249345366965671681772685257337616882045876388575376837152405083076353,False,None,0.9825416474888843,1,2533047713
193,193,301,-117377226115860872061016525191896207934519583858939044725328067404488535480629788862157530371,False,None,0.9839888902850192,2,1899785785
194,194,303,-348057606394913644010512684198869867481455814789485261674711921314756843842362693174105796361,False,None,0.9854212130523279,2,1424839339
195,195,304,-1060469106995416820721685618103884627732779191517783275029224887539105581925194773171784568091,False,None,0.9836033081319132,1,2137259009
196,196,306,-3148814745364898684784761723297103832621514080254694845077496415427646644979370932216419346257,False,None,0.9850229826166631,2,1602944257
197,197,308,-9316073933609288944833104645833111295557248263569464615191776257524259531753259247453520606707,False,None,0.9864282441624818,2,1202208193
198,198,310,-27426740590886238396414591841266533077442568881929914165412476817538056982520363545577612091865,False,None,0.9878193111472315,2,901656145
199,199,312,-80194296932892201436904887138868395995411003010675823775586022632475284496603433849601037362571,False,None,0.98919639755927,2,676242109
200,200,315,-198864394003346329263936893717981123247898936329749096913729911494648124470657165806167133827233,False,None,0.9937143618750456,3,253590791
201,201,316,-663342776882567427866655109471741873325031325312892689802034784728388739842616514606718966698467,False,None,0.9919094633262714,1,380386187
202,202,317,-2123527520392759163749654185050822627137763008585968867527794454674054952389139578196592030528937,False,None,0.9901224350601585,1,570579281
203,203,319,-6103584181688163730949584841881273867087950960463325006340003163044387391444838665836905830719739,False,None,0.9914610413265761,2,427934461
204,204,322,-12970784955262215986861200260219941314757091575498343094152405469577612859882914622453312274817777,False,None,0.9958793169118103,3,160475423
205,205,323,-47456303009470288290163687605338032402682092815921640362245382840021717482771306067451785172199635,False,None,0.9940990751394184,1,240713135
206,206,324,-159456805315778145529651236465370514124867914626618143246312481382642910254559042602539052212091513,False,None,0.9923361172677292,1,361069703
207,207,325,-512546208522068997907274056694824376208247016237560874058090109873084246376167376607984550027259755,False,None,0.9905901928054284,1,541604555
208,208,326,-1605990210715676116358462864681898796292027593428095510812575661069563770353482627424688436863749697,False,None,0.9888610560783421,1,812406833
209,209,328,-4681267461848090103802107204850845053541509690853460755161116320308069248610486887072595737027308227,False,None,0.9901672687628614,2,609305125
210,210,332,-6935237529999481557195689376420265723226728422157441847099594490091860498433488910741369385756999753,False,None,0.9974698961224947,4,114244711
211,211,333,-29554715489130492369077077037731282631092862990045175287001865895915393492097970425118160865363214555,False,None,0.995732739048793,1,171367067
212,212,334,-106162152265655572502211248930134818816103944417281225352411762539025804469888918661142588012274074257,False,None,0.9940119702493717,1,257050601
213,213,336,-283490445200438526716673711156522514602661122357552277074422957914518165422476741211851553204453361587,False,None,0.9952694704225807,2,192787951
214,214,337,-990455381987428343309861276005095311190586210649822427154518192553791488216190282721859502942835529497,False,None,0.9935669483812204,1,289181927
215,215,338,-3251334238734510556249264113086341468336964319103798473326053215281848448546090966338188195487457477963,False,None,0.9918802637541984,1,433772891
216,216,339,-10313938901747982721387152909401135474541304331620057803703156921086493313433313135359783959780274212833,False,None,0.9902091965774262,1,650659337
217,217,341,-29821944334155046058882737587919184284563090246242848643659476212777584004709858933388913132705019080611,False,None,0.9914610413265761,2,487994503
218,218,342,-93945322486820746597763097324894441409932561733197845000778406840260335756489898690928494384658271473385,False,None,0.9898072280799929,1,731991755
219,219,343,-290794946429173456635519061096957101342284267188532133141935176924636174754190339854308993127061242883259,False,None,0.9881685181507303,1,1097987633
220,220,345,-854466881350097936222097645046323749801879637587719203146605617966198189293129731999879959435010871723569,False,None,0.9894125681006948,2,823490725
221,221,349,-1631666831304327257074396946422498429707034385913543402921421387897657149468442242721194841104044055007891,False,None,0.9963551312056048,4,154404511
222,222,350,-6041749801908017527028601286918538759519385652324770770633058583386432886449569132198593799867195008300985,False,None,0.9947090709459916,1,231606767
223,223,351,-20418748021714124092696624756057703219354721946142593435636764589546221535437192204665799952711710711457579,False,None,0.9930777735586617,1,347410151
224,224,352,-65843241297122515301311516058777283539657295816764342554385471447412510358488546230137436964355383507481985,False,None,0.9914610413265761,1,521115227
225,225,353,-206703718355327831950377831757540198382158147406966152158106769699785222579819577922692385105506653268664451,False,None,0.9898586800476644,1,781672841
226,226,355,-601763166138062923758246928110203899620101922307552207484419598384260284730750855303517006891638954313556361,False,None,0.9910622235303868,2,586254631
227,227,356,-1878681454125871059646287052980278480965795846576041618412861638013162386227084079768791614374440884910417051,False,None,0.9894757368785854,1,879381947
228,228,357,-5782828273800977755681953696240169007108367699034894847157790599760250222750915267022856030522370698670747089,False,None,0.987903166776361,1,1319072921
229,229,359,-17054916998556204113559676014121839892903142778491144557634960427839224540113419745635605716769016008133249395,False,None,0.9890994826731583,2,989304691
230,230,360,-52339022287055528954623768340760188192397269609927593608258526769283778132897563458638666649499432375915715673,False,None,0.9875422229814118,1,1483957037
231,231,363,-145274353947297420724423902038333879440313396085241181471239125450190289273119648158597504956574453612587472139,False,None,0.991461041326576,3,556483889
232,232,365,-417034721179701596350155861340686942101934727864456985448059048578313195618442076928082922882645211213506936609,False,None,0.9926265519550947,2,417362917
233,233,369,-274110449105190166248443655757696622917520243247509890129944101577540632407649118303349985319871853179235859811,False,None,0.9991977642397759,4,78255547
234,234,370,-2024785149695773111424745032829230426768910194783589444191965282157112918081626877963463843132617135490058287145,False,None,0.9976239693223901,1,117383321
235,235,372,-3669447844326914108915406967375410164274031654268648784971629891622356712527521587783563755051848254565473446011,False,None,0.9987483758663073,2,88037491
236,236,373,-20627973952022363228181533426575354956952890683134424545331953494262998304452000947778002362539557371315225999729,False,None,0.9971898223820069,1,132056237
237,237,376,34312382334349119329808524964765179770449285153881508268174777711170286755338359000939103886221453962242378617773,True,16.918891488632855,1.0009687229656878,3,49521089
